"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3ZLW647WALP3ZHQAV6VL9LTQ84M23B","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3BDCF01OGYOD2Q70KZBH3VJZTPGYLZ","A3THR2UWGQNVX4","Approved","Mon Jun 19 17:38:32 PDT 2017","Mon Jun 19 19:07:15 PDT 2017","Thu Jun 22 19:07:15 PDT 2017","Thu Jun 22 00:21:54 PDT 2017","","","5323","100% (14/14)","100% (14/14)","100% (13/13)","0","So, okay, I'm back. Night at the Opera was... interesting, so I guess I'll ask you about Hitchcock.","No. It's just... don't get too attached to anyone.","There are four supposed go-to classics here: Vertigo, North by Northwest, Rear Window, and Psycho. All are good, but go with Psycho.","Okay, yeah, sure. That makes sense... but, let me brace myself here... why?","It changed the way that movies are made. Before Psycho, movies were made with the assumption that people would wander in and out of the theater, so they had to be able to pick it up at any point and follow it.","Seriously? I... guess that would explain a few things, though.","Yeah, totally. So Psycho had a whole publicity campaign where they wouldn't let people in after the movie started, in case they got confused by the story structure.","So, it's a weird structure?","By today's standards, maybe not so much. But, for 1960 it was a total shocker.","Is this some Inception stuff?","x",""
"3ZLW647WALP3ZHQAV6VL9LTQ84M23B","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3GM6G9ZBKOR1RMQRA5PXVR69EVSTMH","A214JTAHTAWUKA","Approved","Wed Jun 21 08:55:18 PDT 2017","Wed Jun 21 08:57:19 PDT 2017","Sat Jun 24 08:57:19 PDT 2017","Thu Jun 22 00:21:54 PDT 2017","","","121","100% (214/214)","100% (174/174)","100% (118/118)","0","I did not know Robert Downey Jr. was in a few thriller movies.","I do not think so, as they have never caught the bad guy.","There is one called Zodiac.","I seen that one today.","It is a real thriller, kept me on the edge of my seat.","He seemed so smart in the film.","Always so close to figuring the ciphers out.","I did not even know that was based on true events.","Yep, that is what made the movie so raw.","I wonder if they will ever make a sequel to that.","x",""
"3ZLW647WALP3ZHQAV6VL9LTQ84M23B","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3HL8HNGX46VC1XPWQCG391LONMKF91","A42MGR8VOZVA","Approved","Tue Jun 20 16:55:43 PDT 2017","Tue Jun 20 17:06:14 PDT 2017","Fri Jun 23 17:06:14 PDT 2017","Thu Jun 22 00:21:54 PDT 2017","","","631","100% (60/60)","100% (40/40)","100% (40/40)","0","Silence of the Lambs is one of my favorite older thriller movies. Have you ever seen it , Robert?","Gives me nightmares if  I watch it too late at night!","Yes, it is one of my favorites too! Jody Foster and Anthony Hopkins are in that one.","I am a huge Anthony Hopkins fan!","Oh yeah, he rocks.","What is your favorite part of the movie?","My favorite part would be when Anthony, or Hannibal as he plays him, escapes.","It is terrible how he portrays the eating of human brains by Hannibal.","Hannibal ate anything he wanted!","Yesm it is hard to sit through some of it.","x",""
"3ZLW647WALP3ZHQAV6VL9LTQ84M23B","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3LJ7UR74RI7NSJW1753P0YJH3NS4N5","AMYYL67LDKPDA","Approved","Wed Jun 21 16:57:39 PDT 2017","Wed Jun 21 17:02:30 PDT 2017","Sat Jun 24 17:02:30 PDT 2017","Thu Jun 22 00:21:54 PDT 2017","","","291","100% (137/137)","100% (137/137)","100% (137/137)","0","Did you ever see Source Code?","Most definitely.","Sounds familiar.","It's the one where the guy has to figure out how to stop a bombing.","Oh yeah, like eight minutes at a time or something, right?","That's the one.","That was a really good film.","The ending was kind of weird though.","Yeah.  Guess they froze time and lived happily ever after.","Kind of weird, but entertaining up to that point.","x",""
"3ZLW647WALP3ZHQAV6VL9LTQ84M23B","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3LOZAJ85YE7I1ZVI5X7A5LDHLJTX21","A29AX5O8KL48F8","Approved","Mon Jun 19 17:16:34 PDT 2017","Mon Jun 19 17:23:27 PDT 2017","Thu Jun 22 17:23:27 PDT 2017","Thu Jun 22 00:21:54 PDT 2017","","","413","100% (183/183)","100% (166/166)","100% (151/151)","0","What thriller ending surprised you most?","Ben kingsley's performance and character was very masterful in creating that aspect.","For me it was the sixth sense.","I wish I could say that.. someone told me the twist before I saw the movie.","Oh no, that sucks, that is one of the greatest reveals of movie history.","I know, and I will never be able to get that shock. Suck for sure.","So what is the  thriller ending surprised you most then?","I suppose shutter island. I was shocked when the twist was revealed in that one.","They did a good job having you believe one thing and it being a completely different reality in reality.","For sure, I find films like shutter island get more interesting although less shocking the more times I see them.","x",""
"3ZLW647WALP3ZHQAV6VL9LTQ84M23B","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3R8YZBNQ9IC5E3RCPVTD74YWZXE7QI","A2FI2VTA8JVYS6","Approved","Tue Jun 20 04:48:55 PDT 2017","Tue Jun 20 05:01:23 PDT 2017","Fri Jun 23 05:01:23 PDT 2017","Thu Jun 22 00:21:54 PDT 2017","","","748","100% (92/92)","100% (83/83)","100% (59/59)","0","One of my favorite thrillers is Taken, have you seen it?","Yes I agree.","Yes I saw it when it first came out.","Did you like it?","Yes I thought it was great.","You should watch it again.","Why is that.","Liam Neeson is great in it.","Ok yes I do like him.","Yes he is a great actor.","x",""
"3ZLW647WALP3ZHQAV6VL9LTQ84M23B","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3U4J9857OF5IAXPN6DWNCF3XE837BJ","A2ECRNQ3X5LEXD","Submitted","Fri Jun 23 05:44:15 PDT 2017","Fri Jun 23 05:46:13 PDT 2017","Mon Jun 26 05:46:13 PDT 2017","","","","118","100% (206/206)","100% (173/173)","100% (139/139)","0","Are you into Thriller movies at all?","Same to you!","Yeah I love the Harry Potter movies.","Which is your favorite?","I love The Goblet of Fire.","Me too!","I also like Half Blood Prince.","That was probably my favorite one actually.","Oh that is cool.","Well it was nice talking to you.","x",""
"3ZLW647WALP3ZHQAV6VL9LTQ84M23B","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3U8YCDAGXQARWSRS4W84SPO9RK3Q0Y","A34QZDSTKZ3JO9","Approved","Tue Jun 20 19:08:50 PDT 2017","Tue Jun 20 19:12:01 PDT 2017","Fri Jun 23 19:12:01 PDT 2017","Thu Jun 22 00:21:54 PDT 2017","","","191","100% (183/183)","100% (172/172)","100% (140/140)","0","Have you ever seen Zodiac?","I'll need to find it.","No.  Is it about the Zodiac killer?","Yeah, it's a pretty good movie.","It sounds interesting.  I've read a lot on the Zodiac killer.","Yeah, it focuses on a detective trying to catch the killer.","Sounds good.  Who's in it?","There's a few big names.  Jake Gyllenhall, Mark Ruffalo, Robert Downey, Jr. to name a few.","Wow, I'm surprised I didn't hear about this one.","Yeah, it came out like ten years ago.","x",""
"36KM3FWE3R6E4QOJIVUX3ECRG8O701","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","32EYX73OY137OFI8FIBOMMML3UDUR8","A2FI2VTA8JVYS6","Approved","Tue Jun 20 04:48:35 PDT 2017","Tue Jun 20 05:09:55 PDT 2017","Fri Jun 23 05:09:55 PDT 2017","Thu Jun 22 00:21:55 PDT 2017","","","1280","100% (92/92)","100% (83/83)","100% (59/59)","0","Did you ever watch Saw?","Ok I will watch it, thanks.","No I missed that?","Did you see any of the sequels?","No I did not.","The first one is the best.","You liked it?","Yes it is a super thriller.","Ok that sounds fun.","Yes it is so thrilling to watch that interesting and unique movie.","x",""
"36KM3FWE3R6E4QOJIVUX3ECRG8O701","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","37U1UTWH9WG9QIBVCFAJQU4W6698R0","A1HKCTDOTL6C9I","Approved","Wed Jun 21 15:03:20 PDT 2017","Wed Jun 21 15:08:20 PDT 2017","Sat Jun 24 15:08:20 PDT 2017","Thu Jun 22 00:21:55 PDT 2017","","","300","100% (45/45)","100% (42/42)","100% (39/39)","0","Have you watched Room yet?","It was almost like they suffered some sort of Stockholm Syndrome. I really enjoyed Room, such a suspenseful thriller.","The movie with Brie Larson and Jacob Tremblay where Brie won an Oscar for best actress?","That's the one. I watched it last night and it was so good.","Yeah I caught it when it released and was really happy to see Brie get the award for Best Actress. She was so good in her role.","I mean for a movie that had her as a captive for years in an enclosed space with her young son it was so warm and touching. When he escapes to experience life in the outside world for the first time was so touching.","I know what you mean. I was on the edge of my seat when their plan to escape was set into motion and he was in the back of the kidnappers pickup truck.","I was rooting for him to get away. It was one of the most suspenseful moments in a movie I've seen in a long time.","I kept on thinking the kidnapper would come back for them. He was a creepy guy.","I did too. There was such an unsettling feeling and also the tension of the separation from the room for both Brie and Jacob was so heartbreaking.","x",""
"36KM3FWE3R6E4QOJIVUX3ECRG8O701","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3IGI0VL648ERWC6JQPIYEWPMKAWONV","A3RYTY3QHRXNIY","Approved","Mon Jun 19 22:55:51 PDT 2017","Mon Jun 19 22:57:18 PDT 2017","Thu Jun 22 22:57:18 PDT 2017","Thu Jun 22 00:21:54 PDT 2017","","","87","100% (479/479)","100% (413/413)","100% (358/358)","0","Do you like thriller movies","I habent seen it yet","Yes thats a good genre","I agree","I love the bourne movies","So do i","They are action packed","And matt damon is a great actor","Yes he is","I just watched jason boirne the other day","x",""
"36KM3FWE3R6E4QOJIVUX3ECRG8O701","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3JV9LGBJWU8LMKPX3L53OCGPJ1POG8","AZ5ITHYK5HAWY","Rejected","Wed Jun 21 06:00:58 PDT 2017","Wed Jun 21 06:02:53 PDT 2017","Sat Jun 24 06:02:53 PDT 2017","","Thu Jun 22 00:21:55 PDT 2017","Dulpicate","115","11% (3/27)","11% (3/27)","11% (3/27)","0","Are thier any good thiller moviers out now","But this movie was not bad","Over the weekend i watch kissing by sharon sala","Yeah man she's good","It had on the edge of my seat","Everything exspecally when he lock her in the  basement for 6 month with no food","It wasn't funny at all just creepy","It was really scary","And creepily","On Saturday i will see something funny","",""
"36KM3FWE3R6E4QOJIVUX3ECRG8O701","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3JWH6J9I9T77DIHAMKDC8CPNDF7NBS","AMYYL67LDKPDA","Approved","Wed Jun 21 16:07:12 PDT 2017","Wed Jun 21 16:13:32 PDT 2017","Sat Jun 24 16:13:32 PDT 2017","Thu Jun 22 00:21:55 PDT 2017","","","380","100% (137/137)","100% (137/137)","100% (137/137)","0","The Usual Suspects probably has the best twist ending ever.","Yep, awesome writing throughout.","Ah yes, Keyser Soze.","It was pretty interesting to watch the story unfold.","I missed all the hints in that movie.","The cool thing is if you rewatch it, you'll catch nearly everything.","I've heard that, but haven't followed up on it.","It was kind of the movie that launched Bryan Singer's career too.","It was a good piece of filmmaking.","Give a lot of credit to the script.","x",""
"36KM3FWE3R6E4QOJIVUX3ECRG8O701","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3RJSC4XJ11O2368UK4K1UETIVP650S","A214JTAHTAWUKA","Approved","Wed Jun 21 09:01:28 PDT 2017","Wed Jun 21 09:04:01 PDT 2017","Sat Jun 24 09:04:01 PDT 2017","Thu Jun 22 00:21:55 PDT 2017","","","153","100% (214/214)","100% (174/174)","100% (118/118)","0","That Jodi Foster movie in the room really threw me for a loop.","That was one of Kristen Stewart's first acting roles.","Panic Room?","Yep, wow that had a lot of thrills.","You spend the first half thinking they are after her.","But then come to find out it is not.","No, they want something in the house.","I think the little girl acted really well in that film.","Sarah?","Her, I believed her fear the whole time.","x",""
"36KM3FWE3R6E4QOJIVUX3ECRG8O701","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3SKEMFQBZ4ZN3EY0MV1MPIIICMHK82","A2ECRNQ3X5LEXD","Submitted","Fri Jun 23 05:33:22 PDT 2017","Fri Jun 23 05:37:01 PDT 2017","Mon Jun 26 05:37:01 PDT 2017","","","","219","100% (206/206)","100% (173/173)","100% (139/139)","0","Do you like Thriller movies?","I agree.","Yeah they are decent.","What ones have you seen recently.","The Harry Potter movies.","What is your favorite?","I like Chamber of Secrets.","Oh I like that one too.","They were all good in that one.","It was relatively light.","x",""
"36KM3FWE3R6E4QOJIVUX3ECRG8O701","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3TAYZSBPLM2A5I9JBN1N6DWP6AMS2V","A20HZD952T4B2O","Approved","Thu Jun 22 04:32:48 PDT 2017","Thu Jun 22 04:44:06 PDT 2017","Sun Jun 25 04:44:06 PDT 2017","Fri Jun 23 01:45:34 PDT 2017","","","678","100% (20/20)","100% (20/20)","100% (19/19)","0","In your opinion, what is an underrated thriller film?","Oh, that's right. I prefer the ending where Michael survives!","I think the movie 1408, based off the Stephen King short story is a good example.","I absolutely agree. That is actually one of my favorite scary movies!","It's a very simple, and yet interesting story following Michael's character.","I really enjoyed his overll struggle with the room and just how the room got to his inner emotions.","Exactly. Especially towards the end where the room has him vision his daughter dying in his arms.","That was definitely a ""Wow!"" moment to me. Very sad but also it captures how evil the room was.","Agreed. Do you think he truly escaped the room?","In the original version, yes he did. But there are multiple endings.","x",""
"36KM3FWE3R6E4QOJIVUX3ECRG8O701","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3WSELTNVR4W0PLH2D2ZSM0B9KD4TAW","A2GMFKPE64NQQC","Approved","Tue Jun 20 14:53:35 PDT 2017","Tue Jun 20 14:55:41 PDT 2017","Fri Jun 23 14:55:41 PDT 2017","Thu Jun 22 00:21:55 PDT 2017","","","126","100% (14/14)","100% (14/14)","100% (13/13)","0","Do you prefer older or newer thriller films?","Oh wow, now I have to rewatch the film so I can catch that.","I love the older ones.","Oh yeah, what's your favorite.","Psycho of course. It's a classic.","I totally get that; it's so well done.","Yeah, and who doesn't like Hitchcock films?","Exactly. Did you ever notice that there is no music at the beginning of Psycho's shower scene?","No, you're kidding!","I'm not! It's totally quiet and then once the killing starts, the music starts.","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM4I24W","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:44 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:44 PDT 2017","","","324G5B4FB42HQAMD8XZYSY7EMUG07F","A1CF6U3GF7DZEJ","Approved","Tue Jun 20 13:08:22 PDT 2017","Tue Jun 20 13:12:04 PDT 2017","Fri Jun 23 13:12:04 PDT 2017","Thu Jun 22 00:22:06 PDT 2017","","","222","100% (117/117)","100% (107/107)","100% (96/96)","0","I had to see North By Northwest for film class.","Sounds cool!","I never saw that one.","A Hitchcock classic.","Who was in it?","Cary Grant and Eva Marie Saint.","What was your favorite scene?","It's got to be the scene at Mount Rushmore.","What happens?","Cary and Eva get chased onto the presidential sculptures but they narrowly escape.","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM4I24W","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:44 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:44 PDT 2017","","","35LDD5557BY2O304GWB5U0JDVGQMKP","A1V9K9L46WR7JD","Approved","Tue Jun 20 07:34:18 PDT 2017","Tue Jun 20 09:00:49 PDT 2017","Fri Jun 23 09:00:49 PDT 2017","Thu Jun 22 00:22:06 PDT 2017","","","5191","100% (14/14)","100% (9/9)","100% (8/8)","0","I watched the best thriller the other day it was called The Mummy.","Im convinced it is a must see this weekend!","Oh, is that the one with Tom Cruise?","Yes, and it is my new all time favorite thriller movie!","Who plays the princess in this one?","Sofia Boutella is the perfect princess character with real depth and likeability.","Oh fun, Was it as scary as the original one?","I like thrillers so it was not too scary for me and it was far better than the original in my opinion.","I love thrillers that keep you at the edge of your seat. That's how I felt about the original.","Okay, then I know you would love the new one. Tom Cruise is such a great actor and so believable.","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM4I24W","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:44 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:44 PDT 2017","","","3B1NLC6UG0Q37K1YILIIDCLFT21PGY","A3O37ZCHISX475","Approved","Mon Jun 19 13:36:50 PDT 2017","Mon Jun 19 13:39:00 PDT 2017","Thu Jun 22 13:39:00 PDT 2017","Thu Jun 22 00:22:06 PDT 2017","","","130","100% (39/39)","100% (35/35)","100% (35/35)","0","What is your favorite Thriller movie?","I guess you could be right.","I really like The Eye, have you seen it?","No, who was in it?","It starred Jessica Alba.","Hmm, I still dont think I've heard of it. Have you seen The Hills Have Eyes?","I loved that movie!","Me too. I think it could've been loosely based on real events.","What do you mean?","Well think about all the nuclear testing that went on, is it really that hard to imagine a scenario playing out like that?","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM4I24W","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:44 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:44 PDT 2017","","","3E7TUJ2EGDGF3DB0Z6LDL1I3B789DK","A3RYTY3QHRXNIY","Approved","Mon Jun 19 22:57:19 PDT 2017","Mon Jun 19 22:59:37 PDT 2017","Thu Jun 22 22:59:37 PDT 2017","Thu Jun 22 00:22:06 PDT 2017","","","138","100% (479/479)","100% (413/413)","100% (358/358)","0","Have you seen mission impossible","It would be fun","Yes, its been a while since ive seen them though","I love them they are so full of  action","I loke tom cruise as an actor","Yes hes a great actor","I want to rewatch them all now","Me too","Time for a movie marathon","Exactly","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM4I24W","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:44 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:44 PDT 2017","","","3ON104KXQLQDFD5FZ6UCWHW8WW4W4Q","A2FI2VTA8JVYS6","Approved","Tue Jun 20 05:08:38 PDT 2017","Tue Jun 20 05:28:38 PDT 2017","Fri Jun 23 05:28:38 PDT 2017","Thu Jun 22 00:22:07 PDT 2017","","","1200","100% (92/92)","100% (83/83)","100% (59/59)","0","Did you ever see the Edge?","Ok, based on your recommendation, I will watch it.","Is that the one with Anthony Hopkins?","Yes it is.","No but I saw it didnt get great reviews.","That is because it is a certain type of movie.","What type of movie is that?","It is an underratted, underappreciated thrilling gem of a movie.","Wow thats quite the endoresement.","Yes I loved it.","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM4I24W","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:44 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:44 PDT 2017","","","3Q5ZZ9ZEVP9KLVDXF8XGNTZ0EN3580","AZ5ITHYK5HAWY","Rejected","Wed Jun 21 03:55:42 PDT 2017","Wed Jun 21 03:57:51 PDT 2017","Sat Jun 24 03:57:51 PDT 2017","","Thu Jun 22 00:22:07 PDT 2017","Duplicate","129","11% (3/27)","11% (3/27)","11% (3/27)","0","Are thier any good thiller moviers out now","But this movie was not bad","Over the weekend i watch harry potter","Yeah man he's good","It had on the edge of my seat","Everything exspecally when he lock her in the basement for 6 month with no food","It wasn't funny at all just creepy","It was really scary","And creepily","On Saturday i will see something funny","",""
"3ODOP6T3ASEOHD9EVK04JQLWM4I24W","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:44 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:44 PDT 2017","","","3R9WASFE20AR7O79UAA2MPNH2QLFZV","A1WBGYZ6Y8NJ9","Approved","Tue Jun 20 23:52:12 PDT 2017","Wed Jun 21 00:35:47 PDT 2017","Sat Jun 24 00:35:47 PDT 2017","Thu Jun 22 00:22:07 PDT 2017","","","2615","100% (387/387)","100% (344/344)","100% (303/303)","0","Have you ever watched the bourne movies","I guess","Nah  i have not","They are pretty cool","What are they about","They are sort of like james bond but more thriller than cheesy","That sounds cool","I wish that they had more multi media for the universe though","What do you mean","Well their is movies but other types of things would be nice","x",""
